date,ticker,state,mom_1,mom_3,mom_6,mom_12_1,mom_12_7,consistency,market_prior_drawdown,forward_alpha_3m,forward_alpha_6m,forward_alpha_12m
1994-04-30,XLV,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-04-30,XLU,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-04-30,XLRE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-04-30,XLC,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-05-31,XLK,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-05-31,XLF,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-05-31,XLI,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-05-31,XLE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-05-31,XLB,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-05-31,XLY,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-05-31,XLP,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-05-31,XLV,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-05-31,XLU,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-05-31,XLRE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-05-31,XLC,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-06-30,XLK,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-06-30,XLF,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-06-30,XLI,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-06-30,XLE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-06-30,XLB,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-06-30,XLY,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-06-30,XLP,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-06-30,XLV,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-06-30,XLU,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-06-30,XLRE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-06-30,XLC,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-07-31,XLK,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-07-31,XLF,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-07-31,XLI,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-07-31,XLE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-07-31,XLB,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-07-31,XLY,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-07-31,XLP,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-07-31,XLV,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-07-31,XLU,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-07-31,XLRE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-07-31,XLC,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-08-31,XLK,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-08-31,XLF,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-08-31,XLI,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-08-31,XLE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-08-31,XLB,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-08-31,XLY,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-08-31,XLP,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-08-31,XLV,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-08-31,XLU,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-08-31,XLRE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-08-31,XLC,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-09-30,XLK,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-09-30,XLF,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-09-30,XLI,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-09-30,XLE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-09-30,XLB,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-09-30,XLY,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-09-30,XLP,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-09-30,XLV,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-09-30,XLU,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-09-30,XLRE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-09-30,XLC,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-10-31,XLK,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-10-31,XLF,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-10-31,XLI,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-10-31,XLE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-10-31,XLB,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-10-31,XLY,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-10-31,XLP,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-10-31,XLV,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-10-31,XLU,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-10-31,XLRE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-10-31,XLC,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-11-30,XLK,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-11-30,XLF,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-11-30,XLI,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-11-30,XLE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-11-30,XLB,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-11-30,XLY,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-11-30,XLP,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-11-30,XLV,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-11-30,XLU,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-11-30,XLRE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-11-30,XLC,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-12-31,XLK,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-12-31,XLF,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-12-31,XLI,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-12-31,XLE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-12-31,XLB,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-12-31,XLY,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-12-31,XLP,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-12-31,XLV,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-12-31,XLU,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-12-31,XLRE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1994-12-31,XLC,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-01-31,XLK,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-01-31,XLF,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-01-31,XLI,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-01-31,XLE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-01-31,XLB,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-01-31,XLY,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-01-31,XLP,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-01-31,XLV,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-01-31,XLU,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-01-31,XLRE,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-01-31,XLC,NEUTRAL,,,,,,0.0,-0.06984376463335507,,,
1995-02-28,XLK,NEUTRAL,,,,,,0.0,-0.04190159338324306,,,
1995-02-28,XLF,NEUTRAL,,,,,,0.0,-0.04190159338324306,,,
1995-02-28,XLI,NEUTRAL,,,,,,0.0,-0.04190159338324306,,,
1995-02-28,XLE,NEUTRAL,,,,,,0.0,-0.04190159338324306,,,
1995-02-28,XLB,NEUTRAL,,,,,,0.0,-0.04190159338324306,,,
1995-02-28,XLY,NEUTRAL,,,,,,0.0,-0.04190159338324306,,,
1995-02-28,XLP,NEUTRAL,,,,,,0.0,-0.04190159338324306,,,
1995-02-28,XLV,NEUTRAL,,,,,,0.0,-0.04190159338324306,,,
1995-02-28,XLU,NEUTRAL,,,,,,0.0,-0.04190159338324306,,,
1995-02-28,XLRE,NEUTRAL,,,,,,0.0,-0.04190159338324306,,,
1995-02-28,XLC,NEUTRAL,,,,,,0.0,-0.04190159338324306,,,
1995-03-31,XLK,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-03-31,XLF,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-03-31,XLI,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-03-31,XLE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-03-31,XLB,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-03-31,XLY,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-03-31,XLP,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-03-31,XLV,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-03-31,XLU,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-03-31,XLRE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-03-31,XLC,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-04-30,XLK,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-04-30,XLF,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-04-30,XLI,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-04-30,XLE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-04-30,XLB,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-04-30,XLY,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-04-30,XLP,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-04-30,XLV,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-04-30,XLU,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-04-30,XLRE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-04-30,XLC,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-05-31,XLK,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-05-31,XLF,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-05-31,XLI,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-05-31,XLE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-05-31,XLB,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-05-31,XLY,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-05-31,XLP,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-05-31,XLV,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-05-31,XLU,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-05-31,XLRE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-05-31,XLC,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-06-30,XLK,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-06-30,XLF,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-06-30,XLI,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-06-30,XLE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-06-30,XLB,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-06-30,XLY,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-06-30,XLP,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-06-30,XLV,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-06-30,XLU,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-06-30,XLRE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-06-30,XLC,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-07-31,XLK,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-07-31,XLF,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-07-31,XLI,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-07-31,XLE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-07-31,XLB,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-07-31,XLY,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-07-31,XLP,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-07-31,XLV,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-07-31,XLU,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-07-31,XLRE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-07-31,XLC,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-08-31,XLK,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-08-31,XLF,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-08-31,XLI,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-08-31,XLE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-08-31,XLB,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-08-31,XLY,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-08-31,XLP,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-08-31,XLV,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-08-31,XLU,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-08-31,XLRE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-08-31,XLC,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-09-30,XLK,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-09-30,XLF,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-09-30,XLI,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-09-30,XLE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-09-30,XLB,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-09-30,XLY,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-09-30,XLP,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-09-30,XLV,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-09-30,XLU,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-09-30,XLRE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-09-30,XLC,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-10-31,XLK,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-10-31,XLF,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-10-31,XLI,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-10-31,XLE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-10-31,XLB,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-10-31,XLY,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-10-31,XLP,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-10-31,XLV,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-10-31,XLU,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-10-31,XLRE,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-10-31,XLC,NEUTRAL,,,,,,0.0,-0.03981619498668354,,,
1995-11-30,XLK,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-11-30,XLF,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-11-30,XLI,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-11-30,XLE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-11-30,XLB,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-11-30,XLY,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-11-30,XLP,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-11-30,XLV,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-11-30,XLU,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-11-30,XLRE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-11-30,XLC,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-12-31,XLK,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-12-31,XLF,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-12-31,XLI,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-12-31,XLE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-12-31,XLB,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-12-31,XLY,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-12-31,XLP,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-12-31,XLV,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-12-31,XLU,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-12-31,XLRE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1995-12-31,XLC,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-01-31,XLK,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-01-31,XLF,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-01-31,XLI,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-01-31,XLE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-01-31,XLB,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-01-31,XLY,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-01-31,XLP,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-01-31,XLV,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-01-31,XLU,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-01-31,XLRE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-01-31,XLC,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-02-29,XLK,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-02-29,XLF,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-02-29,XLI,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-02-29,XLE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-02-29,XLB,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-02-29,XLY,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-02-29,XLP,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-02-29,XLV,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-02-29,XLU,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-02-29,XLRE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-02-29,XLC,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-03-31,XLK,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-03-31,XLF,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-03-31,XLI,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-03-31,XLE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-03-31,XLB,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-03-31,XLY,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-03-31,XLP,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-03-31,XLV,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-03-31,XLU,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-03-31,XLRE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-03-31,XLC,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-04-30,XLK,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-04-30,XLF,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-04-30,XLI,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-04-30,XLE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-04-30,XLB,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-04-30,XLY,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-04-30,XLP,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-04-30,XLV,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-04-30,XLU,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-04-30,XLRE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-04-30,XLC,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-05-31,XLK,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-05-31,XLF,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-05-31,XLI,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-05-31,XLE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-05-31,XLB,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-05-31,XLY,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-05-31,XLP,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-05-31,XLV,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-05-31,XLU,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-05-31,XLRE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-05-31,XLC,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-06-30,XLK,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-06-30,XLF,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-06-30,XLI,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-06-30,XLE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-06-30,XLB,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-06-30,XLY,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-06-30,XLP,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-06-30,XLV,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-06-30,XLU,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-06-30,XLRE,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-06-30,XLC,NEUTRAL,,,,,,0.0,-0.002939604222447656,,,
1996-07-31,XLK,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-07-31,XLF,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-07-31,XLI,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-07-31,XLE,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-07-31,XLB,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-07-31,XLY,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-07-31,XLP,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-07-31,XLV,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-07-31,XLU,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-07-31,XLRE,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-07-31,XLC,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-08-31,XLK,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-08-31,XLF,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-08-31,XLI,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-08-31,XLE,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-08-31,XLB,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
1996-08-31,XLY,NEUTRAL,,,,,,0.0,-0.04493538530600061,,,
